date,channel,sessions,orders,revenue,spend,impressions,clicks,CPC,CTR,CVR,ROAS,CAC
2025-08-01,organic,373,3,23229.73,4345.49,541901,4619,0.9407858843905607,0.008523697132871133,0.00804289544235925,5.3457101500636295,1448.4966666666667
2025-08-01,paid_social,850,12,53601.68,110016.36,672102,12283,8.956798827647969,0.01827549984972519,0.01411764705882353,0.48721553776183835,9168.03
2025-08-01,referral,141,1,10720.87,30516.010000000002,103593,1907,16.002102779234402,0.018408579730290656,0.0070921985815602835,0.3513195204746623,30516.010000000002
2025-08-01,search,1066,38,244318.07,146014.85,632973,18214,8.01662731964423,0.028775319010447522,0.03564727954971857,1.67324124909213,3842.496052631579
2025-08-02,email,257,11,105458.42,16285.82,293763,3148,5.173386277001271,0.01071612149930386,0.042801556420233464,6.475474983758877,1480.5290909090909
2025-08-02,organic,829,10,61332.520000000004,4880.07,803302,9688,0.5037231626754748,0.012060221436022816,0.012062726176115802,12.567959066160938,488.00699999999995
2025-08-02,paid_social,984,14,79392.87,137969.15,746314,13156,10.487165551839464,0.01762796892460814,0.014227642276422764,0.5754392920446346,9854.939285714285
2025-08-02,referral,288,3,10944.86,29826.16,148489,3262,9.14351931330472,0.021967957222420516,0.010416666666666666,0.36695504885644015,9942.053333333333
2025-08-02,search,1120,27,193179.52000000002,156028.84,689349,19857,7.857624011683537,0.02880543817427747,0.024107142857142858,1.238101366388419,5778.845925925926
2025-08-03,email,352,9,54937.95,18529.43,305676,3550,5.219557746478873,0.01161360394666248,0.02556818181818182,2.9649023202548594,2058.8255555555556
2025-08-03,organic,519,9,77505.46,4433.45,722547,6660,0.6656831831831832,0.009217393470597761,0.017341040462427744,17.481974534504733,492.60555555555555
2025-08-03,paid_social,1064,9,50822.369999999995,144336.31,760556,15913,9.070339345189467,0.02092285117729661,0.008458646616541353,0.35211077517500616,16037.367777777778
2025-08-03,referral,147,2,12043.099999999999,33877.36,97660,1623,20.873296364756623,0.016618881834937538,0.013605442176870748,0.35549110084138785,16938.68
2025-08-03,search,1079,20,159336.66999999998,171931.16,707006,20517,8.379936637910026,0.02901955570391199,0.018535681186283594,0.9267469026556907,8596.558
2025-08-04,email,230,9,53526.020000000004,15360.92,238044,2810,5.466519572953737,0.01180454033708054,0.0391304347826087,3.484558216565154,1706.7688888888888
2025-08-04,organic,519,5,33132.17,4404.38,587945,6669,0.6604258509521668,0.011342897720024833,0.009633911368015413,7.522550279494503,880.876
2025-08-04,paid_social,779,9,76166.77,134403.97,718234,13479,9.971360635061949,0.018766864281000342,0.011553273427471117,0.5667002991057482,14933.774444444445
2025-08-04,referral,123,1,19588.03,25540.34,95821,1696,15.059162735849057,0.01769966917481554,0.008130081300813009,0.7669447626773958,25540.34
2025-08-04,search,846,30,186699.80000000002,135502.83,599792,14816,9.14570936825054,0.024701896657507934,0.03546099290780142,1.3778295257744804,4516.7609999999995
2025-08-05,email,217,12,70798.22,15721.8,266896,3229,4.86893775162589,0.012098345422936274,0.055299539170506916,4.503187930135226,1310.1499999999999
2025-08-05,organic,556,6,48658.52,4003.31,671369,7127,0.5617103970815209,0.01061562270524853,0.01079136690647482,12.154572091594206,667.2183333333334
2025-08-05,paid_social,785,10,51391.01,100988.65,542677,10876,9.285458808385435,0.020041387418298546,0.012738853503184714,0.5088790671030854,10098.865
2025-08-05,referral,180,8,38856.76,27629.02,111183,2419,11.42167011161637,0.021756923270643894,0.044444444444444446,1.4063748913280312,3453.6275
2025-08-05,search,942,21,122011.31,150324.34,630362,14906,10.084820877498993,0.023646729974205298,0.022292993630573247,0.8116537215463577,7158.301904761905
2025-08-06,email,295,16,122499.95000000001,13483.35,294383,3374,3.9962507409602845,0.011461259651542379,0.05423728813559322,9.085275543540737,842.709375
2025-08-06,organic,410,6,33633.77,3994.59,561641,5500,0.7262890909090909,0.009792732368185371,0.014634146341463415,8.419830320508487,665.765
2025-08-06,paid_social,783,11,67226.47,110320.01999999999,543893,10766,10.247075979936838,0.019794334547420172,0.0140485312899106,0.6093768837242779,10029.092727272726
2025-08-06,referral,173,0,0.0,32643.64,123359,2470,13.21604858299595,0.020022860107491144,0.0,0.0,0.0
2025-08-06,search,917,25,180618.86,127808.87,551054,15596,8.194977558348294,0.028302126470364068,0.027262813522355506,1.4131950309865036,5112.3548
2025-08-07,email,322,9,43819.0,16566.38,300538,3959,4.184485981308412,0.013173043009536232,0.027950310559006212,2.6450558299399143,1840.708888888889
2025-08-07,organic,447,5,33351.64,3598.75,602198,6264,0.5745130906768838,0.010401894393538337,0.011185682326621925,9.267562348037513,719.75
2025-08-07,paid_social,855,16,94106.94,117607.79000000001,625464,11873,9.905482186473511,0.0189827072381464,0.01871345029239766,0.8001760767717853,7350.4868750000005
2025-08-07,referral,269,5,22999.15,26682.59,128443,2985,8.938891122278058,0.023239880725302274,0.01858736059479554,0.8619534310574799,5336.518
2025-08-07,search,931,27,163642.79,131150.44,580966,15750,8.327012063492063,0.027110020207723,0.02900107411385607,1.2477486922651575,4857.423703703704
2025-08-08,email,362,16,95211.9,18638.49,349077,4029,4.62608339538347,0.011541866121228268,0.04419889502762431,5.10834836942263,1164.905625
2025-08-08,organic,528,10,54016.73,4606.04,743488,7116,0.6472793704328275,0.00957110269432728,0.01893939393939394,11.727368846123786,460.604
2025-08-08,paid_social,991,22,148034.34,130434.79000000001,676562,11982,10.885894675346353,0.01771012856175783,0.022199798183652877,1.134929875687307,5928.854090909092
2025-08-08,referral,146,3,16591.45,32417.809999999998,96910,1848,17.542104978354978,0.019069239500567537,0.02054794520547945,0.511800457834752,10805.936666666666
2025-08-08,search,1120,40,255565.97000000003,169433.13,770219,22747,7.448592341847276,0.02953315875095265,0.03571428571428571,1.5083589024177269,4235.8282500000005
2025-08-09,email,238,13,66558.76000000001,14691.5,246169,2567,5.723217763926763,0.01042779553883714,0.0546218487394958,4.530426437055441,1130.1153846153845
2025-08-09,organic,527,11,66934.66,5212.26,681730,6444,0.8088547486033519,0.009452422513311722,0.020872865275142316,12.841773050461796,473.8418181818182
2025-08-09,paid_social,989,25,188963.25,131125.48,727229,13996,9.36878250928837,0.01924565714513585,0.025278058645096056,1.4410871937322935,5245.019200000001
2025-08-09,referral,147,2,8353.45,32226.5,103139,1810,17.804696132596685,0.01754913272379992,0.013605442176870748,0.25921058755992743,16113.25
2025-08-09,search,1107,32,217470.4,146999.53,667331,21052,6.982687155614668,0.03154656384912435,0.028906955736224028,1.479395206229571,4593.7353125
2025-08-10,email,241,13,86816.4,16733.21,217741,2715,6.163244935543278,0.012468942459160194,0.05394190871369295,5.188269315929221,1287.1699999999998
2025-08-10,organic,770,13,90646.73,4557.5,839028,9066,0.5027024045885727,0.01080536048856534,0.016883116883116882,19.889573230938012,350.5769230769231
2025-08-10,paid_social,1076,19,117202.91,154874.69,800859,15568,9.948271454265159,0.019439127237129133,0.017657992565055763,0.7567596099788804,8151.299473684211
2025-08-10,referral,206,4,29110.11,33692.95,115823,2250,14.974644444444444,0.019426193415815512,0.019417475728155338,0.8639822277360695,8423.2375
2025-08-10,search,1041,27,175529.97,178151.22,760581,21780,8.179578512396695,0.028636003265924338,0.025936599423631124,0.9852863763717139,6598.193333333334
