date,day_idx,promo_flag,campaign_id,channel,spend,impressions,clicks
2025-07-07,3,0,C027,referral,4133.39,19207,417
2025-07-07,3,0,C028,referral,2842.76,14253,269
2025-07-07,3,0,C029,referral,4295.61,19889,498
2025-07-07,3,0,C030,referral,3211.06,21860,503
2025-07-07,3,0,C031,referral,3111.38,13767,384
2025-07-07,3,0,C032,referral,3644.49,5058,103
2025-07-07,3,0,C033,organic,545.66,101938,514
2025-07-07,3,0,C034,organic,470.92,33693,299
2025-07-07,3,0,C035,organic,433.59,56958,136
2025-07-07,3,0,C036,organic,338.93,91463,1451
2025-07-07,3,0,C037,organic,582.04,39768,162
2025-07-07,3,0,C038,organic,481.71,98803,376
2025-07-07,3,0,C039,organic,430.17,32205,407
2025-07-07,3,0,C040,organic,573.89,62499,652
2025-07-08,4,0,C001,search,18316.69,81218,2143
2025-07-08,4,0,C002,search,29455.79,146783,5101
2025-07-08,4,0,C003,search,20154.96,91486,3025
2025-07-08,4,0,C004,search,23572.36,94416,2933
2025-07-08,4,0,C005,search,14474.3,64492,1276
2025-07-08,4,0,C006,search,18534.66,72251,1686
2025-07-08,4,0,C007,search,24874.6,111420,3754
2025-07-08,4,0,C008,search,14916.07,57885,1879
2025-07-08,4,0,C009,paid_social,13949.24,74635,1243
2025-07-08,4,0,C010,paid_social,11987.63,66156,1153
2025-07-08,4,0,C011,paid_social,14182.62,82513,1382
2025-07-08,4,0,C012,paid_social,18408.74,105868,918
2025-07-08,4,0,C013,paid_social,11114.83,56416,1685
2025-07-08,4,0,C014,paid_social,15583.82,84144,1570
2025-07-08,4,0,C015,paid_social,12693.0,68621,1095
2025-07-08,4,0,C016,paid_social,14976.78,70907,1665
2025-07-08,4,0,C017,email,2067.16,50270,543
2025-07-08,4,0,C018,email,2250.14,44618,536
2025-07-08,4,0,C019,email,1564.69,28539,185
2025-07-08,4,0,C020,email,2150.04,18785,52
2025-07-08,4,0,C021,email,1681.46,54045,957
2025-07-08,4,0,C022,email,2196.96,46333,772
2025-07-08,4,0,C023,email,2402.62,37467,663
2025-07-08,4,0,C024,email,2510.77,16419,110
2025-07-08,4,0,C025,referral,2748.29,23796,746
2025-07-08,4,0,C026,referral,3704.34,13237,432
2025-07-08,4,0,C027,referral,4628.09,13878,306
2025-07-08,4,0,C028,referral,2542.16,12529,196
2025-07-08,4,0,C029,referral,3719.69,24004,500
2025-07-08,4,0,C030,referral,3514.85,21169,465
2025-07-08,4,0,C031,referral,3143.86,22834,426
2025-07-08,4,0,C032,referral,4022.6,7640,121
2025-07-08,4,0,C033,organic,392.68,78452,1179
2025-07-08,4,0,C034,organic,414.8,40269,436
2025-07-08,4,0,C035,organic,591.89,112206,347
2025-07-08,4,0,C036,organic,581.79,112220,1775
2025-07-08,4,0,C037,organic,622.1,36498,194
2025-07-08,4,0,C038,organic,394.05,92254,1224
2025-07-08,4,0,C039,organic,370.25,83981,779
2025-07-08,4,0,C040,organic,615.87,63784,577
2025-07-09,5,0,C001,search,13493.11,53407,1487
2025-07-09,5,0,C002,search,14960.13,71770,2508
2025-07-09,5,0,C003,search,19179.58,82840,1619
2025-07-09,5,0,C004,search,13629.75,61759,2009
2025-07-09,5,0,C005,search,13132.18,62648,2126
2025-07-09,5,0,C006,search,20921.04,91062,1998
2025-07-09,5,0,C007,search,10197.14,48727,1725
2025-07-09,5,0,C008,search,16130.69,60821,2568
2025-07-09,5,0,C009,paid_social,12590.03,76023,1278
2025-07-09,5,0,C010,paid_social,11909.04,62015,1000
2025-07-09,5,0,C011,paid_social,15215.08,84209,1622
2025-07-09,5,0,C012,paid_social,13198.49,69064,2055
2025-07-09,5,0,C013,paid_social,10992.94,62818,975
2025-07-09,5,0,C014,paid_social,10999.4,60089,1088
2025-07-09,5,0,C015,paid_social,11379.39,59151,1291
2025-07-09,5,0,C016,paid_social,17715.53,93969,1095
2025-07-09,5,0,C017,email,1329.59,55938,740
2025-07-09,5,0,C018,email,2920.76,29329,441
2025-07-09,5,0,C019,email,1779.3,37666,62
2025-07-09,5,0,C020,email,1715.67,31035,281
2025-07-09,5,0,C021,email,2539.9,23803,296
2025-07-09,5,0,C022,email,1712.83,57418,977
2025-07-09,5,0,C023,email,1530.27,32250,269
2025-07-09,5,0,C024,email,2052.71,47806,640
2025-07-09,5,0,C025,referral,3742.97,15329,298
2025-07-09,5,0,C026,referral,2565.38,15009,340
2025-07-09,5,0,C027,referral,3466.91,22922,657
2025-07-09,5,0,C028,referral,3944.68,19993,299
2025-07-09,5,0,C029,referral,2821.08,20568,312
2025-07-09,5,0,C030,referral,2292.62,9271,225
2025-07-09,5,0,C031,referral,2863.66,18499,469
2025-07-09,5,0,C032,referral,3404.54,20363,581
2025-07-09,5,0,C033,organic,555.38,37310,638
2025-07-09,5,0,C034,organic,544.22,56668,514
2025-07-09,5,0,C035,organic,610.5,55630,793
2025-07-09,5,0,C036,organic,524.67,93052,807
2025-07-09,5,0,C037,organic,452.04,65356,881
2025-07-09,5,0,C038,organic,535.52,55407,571
2025-07-09,5,0,C039,organic,580.82,66594,1164
2025-07-09,5,0,C040,organic,496.29,94308,988
2025-07-10,6,0,C001,search,17059.11,70398,2718
2025-07-10,6,0,C002,search,16367.8,63798,2261
2025-07-10,6,0,C003,search,22634.02,93832,1876
2025-07-10,6,0,C004,search,10006.7,37799,847
2025-07-10,6,0,C005,search,19933.82,98172,2562
2025-07-10,6,0,C006,search,16912.41,63197,1846
2025-07-10,6,0,C007,search,16345.29,74944,1841
2025-07-10,6,0,C008,search,13153.49,63369,1682
2025-07-10,6,0,C009,paid_social,10788.38,49020,996
2025-07-10,6,0,C010,paid_social,15208.11,73802,1364
2025-07-10,6,0,C011,paid_social,15040.83,73153,1612
2025-07-10,6,0,C012,paid_social,9916.26,52734,845
2025-07-10,6,0,C013,paid_social,,94769,1813
2025-07-10,6,0,C014,paid_social,17302.73,84776,1132
2025-07-10,6,0,C015,paid_social,12858.11,66627,1240
2025-07-10,6,0,C016,paid_social,17603.47,83894,276
2025-07-10,6,0,C017,email,2317.75,29043,180
2025-07-10,6,0,C018,email,1669.56,58929,512
2025-07-10,6,0,C019,email,1898.35,55798,552
2025-07-10,6,0,C020,email,1584.87,31873,389
2025-07-10,6,0,C021,email,2412.67,22705,116
2025-07-10,6,0,C022,email,1958.32,55042,724
2025-07-10,6,0,C023,email,1369.31,21798,258
2025-07-10,6,0,C024,email,1889.59,27692,478
2025-07-10,6,0,C025,referral,2676.22,23846,441
2025-07-10,6,0,C026,referral,3555.05,11049,247
2025-07-10,6,0,C027,referral,4136.76,5322,151
2025-07-10,6,0,C028,referral,5234.72,22463,542
2025-07-10,6,0,C029,referral,3835.71,11482,96
2025-07-10,6,0,C030,referral,3408.71,13468,357
2025-07-10,6,0,C031,referral,4840.16,9553,288
2025-07-10,6,0,C032,referral,3071.09,8447,103
2025-07-10,6,0,C033,organic,418.39,57630,473
2025-07-10,6,0,C034,organic,383.61,87090,1325
2025-07-10,6,0,C035,organic,490.42,62429,1014
2025-07-10,6,0,C036,organic,448.01,117675,1586
2025-07-10,6,0,C037,organic,426.25,116234,1189
2025-07-10,6,0,C038,organic,524.94,105716,1048
2025-07-10,6,0,C039,organic,753.38,100412,949
2025-07-10,6,0,C040,organic,555.99,54142,502
2025-07-11,7,0,C001,search,16375.83,62892,2096
2025-07-11,7,0,C002,search,20011.09,80711,2266
2025-07-11,7,0,C003,search,15818.5,78622,2685
2025-07-11,7,0,C004,search,16376.45,67081,1866
2025-07-11,7,0,C005,search,23865.32,88316,2178
2025-07-11,7,0,C006,search,19682.09,95619,1227
2025-07-11,7,0,C007,search,16660.49,77013,2124
2025-07-11,7,0,C008,search,18967.06,84229,3036
2025-07-11,7,0,C009,paid_social,13521.41,81411,955
2025-07-11,7,0,C010,paid_social,15505.41,76139,1311
2025-07-11,7,0,C011,paid_social,17720.77,93411,2746
2025-07-11,7,0,C012,paid_social,16525.94,83363,1633
2025-07-11,7,0,C013,paid_social,13965.17,73939,1204
2025-07-11,7,0,C014,paid_social,17138.97,82422,2051
2025-07-11,7,0,C015,paid_social,15034.14,80547,1519
2025-07-11,7,0,C016,paid_social,17527.45,84912,1708
2025-07-11,7,0,C017,email,3354.21,26595,442
2025-07-11,7,0,C018,email,2446.13,15943,168
2025-07-11,7,0,C019,email,2231.54,52862,391
2025-07-11,7,0,C020,email,2040.08,49570,522
2025-07-11,7,0,C021,email,1729.16,39366,545
2025-07-11,7,0,C022,email,2250.09,43660,382
2025-07-11,7,0,C023,email,1849.04,44265,626
2025-07-11,7,0,C024,email,2411.8,21588,202
2025-07-11,7,0,C025,referral,4701.46,23164,181
2025-07-11,7,0,C026,referral,3102.74,23040,342
2025-07-11,7,0,C027,referral,2998.83,9036,147
2025-07-11,7,0,C028,referral,3132.83,9604,61
2025-07-11,7,0,C029,referral,2890.36,16286,491
2025-07-11,7,0,C030,referral,2292.55,8805,216
2025-07-11,7,0,C031,referral,3880.73,19349,431
2025-07-11,7,0,C032,referral,2529.69,19309,386
2025-07-11,7,0,C033,organic,531.28,64602,896
2025-07-11,7,0,C034,organic,507.37,126590,1324
2025-07-11,7,0,C035,organic,525.55,38884,270
2025-07-11,7,0,C036,organic,471.72,64775,861
2025-07-11,7,0,C037,organic,423.43,115086,876
2025-07-11,7,0,C038,organic,378.81,119225,1907
2025-07-11,7,0,C039,organic,626.02,85707,1058
2025-07-11,7,0,C040,organic,420.45,94840,1394
2025-07-12,8,0,C001,search,15619.33,71336,1732
2025-07-12,8,0,C002,search,13982.49,61162,1523
2025-07-12,8,0,C003,search,22963.24,86617,2008
2025-07-12,8,0,C004,search,17153.4,70242,2097
2025-07-12,8,0,C005,search,18505.03,79778,1980
2025-07-12,8,0,C006,search,22233.96,100323,3849
2025-07-12,8,0,C007,search,23978.28,106954,3467
2025-07-12,8,0,C008,search,18360.79,69524,2112
2025-07-12,8,0,C009,paid_social,14618.59,84519,1064
2025-07-12,8,0,C010,paid_social,15277.51,80492,1165
2025-07-12,8,0,C011,paid_social,12231.05,70965,846
2025-07-12,8,0,C012,paid_social,11919.03,59406,1191
2025-07-12,8,0,C013,paid_social,13683.71,73309,1189
2025-07-12,8,0,C014,paid_social,18252.19,88053,1318
2025-07-12,8,0,C015,paid_social,9315.13,55757,751
2025-07-12,8,0,C016,paid_social,15412.36,82293,728
2025-07-12,8,0,C017,email,2013.06,28931,343
2025-07-12,8,0,C018,email,2740.41,48977,845
2025-07-12,8,0,C019,email,1722.07,52225,583
2025-07-12,8,0,C020,email,1734.01,29499,297
2025-07-12,8,0,C021,email,2618.43,50556,464
2025-07-12,8,0,C022,email,1853.65,38611,349
2025-07-12,8,0,C023,email,2091.74,32803,202
2025-07-12,8,0,C024,email,2643.71,55951,83
2025-07-12,8,0,C025,referral,4341.96,17622,345
2025-07-12,8,0,C026,referral,3373.02,12264,222
2025-07-12,8,0,C027,referral,4477.9,17904,463
2025-07-12,8,0,C028,referral,4508.66,20196,369
2025-07-12,8,0,C029,referral,3415.79,16517,291
2025-07-12,8,0,C030,referral,3971.32,23875,586
2025-07-12,8,0,C031,referral,3557.31,13000,268
2025-07-12,8,0,C032,referral,4989.2,15878,311
2025-07-12,8,0,C033,organic,325.17,71144,1268
2025-07-12,8,0,C034,organic,471.65,131187,1071
2025-07-12,8,0,C035,organic,457.11,73915,720
2025-07-12,8,0,C036,organic,506.41,60354,433
2025-07-12,8,0,C037,organic,520.0,132400,1754
2025-07-12,8,0,C038,organic,512.97,105816,1436
2025-07-12,8,0,C039,organic,260.29,121457,1625
2025-07-12,8,0,C040,organic,548.02,126849,1063
2025-07-13,9,1,C001,search,21823.61,81654,1998
2025-07-13,9,1,C002,search,28275.89,130211,4276
2025-07-13,9,1,C003,search,17475.9,65234,1851
2025-07-13,9,1,C004,search,30221.56,143190,3516
2025-07-13,9,1,C005,search,26587.57,129584,5414
2025-07-13,9,1,C006,search,29328.1,143054,2931
2025-07-13,9,1,C007,search,29475.14,122883,3789
2025-07-13,9,1,C008,search,23396.75,108271,3910
2025-07-13,9,1,C009,paid_social,24820.57,120016,2817
2025-07-13,9,1,C010,paid_social,30038.36,153048,3282
2025-07-13,9,1,C011,paid_social,17943.68,107951,2781
2025-07-13,9,1,C012,paid_social,22364.03,122930,2076
2025-07-13,9,1,C013,paid_social,18926.11,106904,2021
2025-07-13,9,1,C014,paid_social,22545.79,110084,2166
2025-07-13,9,1,C015,paid_social,16590.94,86273,1937
2025-07-13,9,1,C016,paid_social,19910.51,109740,1770
2025-07-13,9,1,C017,email,2391.72,22601,381
2025-07-13,9,1,C018,email,1660.83,69313,1330
2025-07-13,9,1,C019,email,3291.78,58321,644
2025-07-13,9,1,C020,email,2641.19,30530,316
2025-07-13,9,1,C021,email,2558.74,52882,754
2025-07-13,9,1,C022,email,2756.91,41976,364
2025-07-13,9,1,C023,email,3605.25,25501,304
2025-07-13,9,1,C024,email,2756.91,61662,343
2025-07-13,9,1,C025,referral,3315.87,21063,599
2025-07-13,9,1,C026,referral,4781.27,20325,410
2025-07-13,9,1,C027,referral,6549.14,19799,308
2025-07-13,9,1,C028,referral,5007.05,7043,114
2025-07-13,9,1,C029,referral,4198.77,15262,243
2025-07-13,9,1,C030,referral,4548.14,24000,727
2025-07-13,9,1,C031,referral,6992.15,12428,240
2025-07-13,9,1,C032,referral,8020.62,16054,281
2025-07-13,9,1,C033,organic,695.35,60561,462
2025-07-13,9,1,C034,organic,624.11,106170,1163
2025-07-13,9,1,C035,organic,438.99,69330,454
2025-07-13,9,1,C036,organic,758.97,45541,499
2025-07-13,9,1,C037,organic,690.08,40398,481
2025-07-13,9,1,C038,organic,614.24,58215,632
2025-07-13,9,1,C039,organic,696.96,82566,269
2025-07-13,9,1,C040,organic,751.64,51176,593
2025-07-14,10,0,C001,search,12890.04,53318,1913
2025-07-14,10,0,C002,search,20218.07,88524,1900
2025-07-14,10,0,C003,search,13451.91,50703,1517
2025-07-14,10,0,C004,search,23797.81,92888,3507
2025-07-14,10,0,C005,search,10581.37,48255,1297
2025-07-14,10,0,C006,search,15235.95,71324,2075
2025-07-14,10,0,C007,search,20443.58,94532,2826
2025-07-14,10,0,C008,search,14766.06,71456,2821
2025-07-14,10,0,C009,paid_social,18654.54,94123,1844
2025-07-14,10,0,C010,paid_social,12972.44,76632,1310
2025-07-14,10,0,C011,paid_social,13233.83,60744,769
2025-07-14,10,0,C012,paid_social,19823.57,98222,1925
2025-07-14,10,0,C013,paid_social,11321.73,67619,1652
2025-07-14,10,0,C014,paid_social,16095.19,89534,2101
2025-07-14,10,0,C015,paid_social,17271.42,82693,1739
2025-07-14,10,0,C016,paid_social,11764.02,54250,872
2025-07-14,10,0,C017,email,1349.2,44136,379
2025-07-14,10,0,C018,email,2771.45,25495,278
2025-07-14,10,0,C019,email,1391.71,38628,422
2025-07-14,10,0,C020,email,1974.12,39444,385
2025-07-14,10,0,C021,email,2100.12,49100,615
2025-07-14,10,0,C022,email,2097.88,19288,202
2025-07-14,10,0,C023,email,2342.18,37957,248
2025-07-14,10,0,C024,email,2648.47,59529,1069
2025-07-14,10,0,C025,referral,3445.49,16023,375
2025-07-14,10,0,C026,referral,3833.43,24467,585
2025-07-14,10,0,C027,referral,2548.42,16210,498
2025-07-14,10,0,C028,referral,3432.95,15616,133
2025-07-14,10,0,C029,referral,3462.51,9908,267
2025-07-14,10,0,C030,referral,4279.38,17282,355
2025-07-14,10,0,C031,referral,2560.97,22041,421
2025-07-14,10,0,C032,referral,3356.17,18956,291
2025-07-14,10,0,C033,organic,503.69,70435,712
2025-07-14,10,0,C034,organic,492.44,55148,236
2025-07-14,10,0,C035,organic,471.83,78249,516
2025-07-14,10,0,C036,organic,434.52,109212,899
2025-07-14,10,0,C037,organic,640.27,51465,742
2025-07-14,10,0,C038,organic,459.14,34568,329
2025-07-14,10,0,C039,organic,377.34,101105,773
2025-07-14,10,0,C040,organic,378.77,31969,398
2025-07-15,11,0,C001,search,14631.03,55841,822
2025-07-15,11,0,C002,search,11321.27,55637,1141
2025-07-15,11,0,C003,search,17921.19,74829,2051
2025-07-15,11,0,C004,search,18368.84,84039,2424
2025-07-15,11,0,C005,search,18168.45,69390,1820
2025-07-15,11,0,C006,search,20647.44,92632,3035
2025-07-15,11,0,C007,search,20514.7,78823,3051
2025-07-15,11,0,C008,search,21390.88,80772,2858
2025-07-15,11,0,C009,paid_social,15277.38,78732,1751
2025-07-15,11,0,C010,paid_social,19317.04,105862,1061
2025-07-15,11,0,C011,paid_social,19591.38,109807,1497
2025-07-15,11,0,C012,paid_social,11570.06,69526,1801
2025-07-15,11,0,C013,paid_social,12568.45,65957,1295
2025-07-15,11,0,C014,paid_social,14622.48,73625,1013
2025-07-15,11,0,C015,paid_social,11106.94,62364,1282
2025-07-15,11,0,C016,paid_social,10052.12,48393,901
2025-07-15,11,0,C017,email,1684.25,15833,317
2025-07-15,11,0,C018,email,1091.53,19872,134
2025-07-15,11,0,C019,email,2013.92,27236,308
2025-07-15,11,0,C020,email,2277.89,42313,596
2025-07-15,11,0,C021,email,2060.99,41264,450
2025-07-15,11,0,C022,email,2041.3,33971,329
2025-07-15,11,0,C023,email,1021.61,26491,599
2025-07-15,11,0,C024,EMAIL,2319.48,36764,367
2025-07-15,11,0,C025,referral,2782.72,23264,403
2025-07-15,11,0,C026,referral,3154.52,20042,616
2025-07-15,11,0,C027,referral,2777.58,11208,236
2025-07-15,11,0,C028,referral,2767.26,9376,193
2025-07-15,11,0,C029,referral,2387.26,19228,175
2025-07-15,11,0,C030,referral,3897.27,10931,266
2025-07-15,11,0,C031,referral,3694.11,5128,120
2025-07-15,11,0,C032,referral,3300.82,16454,268
2025-07-15,11,0,C033,organic,512.41,56638,392
2025-07-15,11,0,C034,organic,589.18,115117,792
2025-07-15,11,0,C035,organic,606.03,63603,421
2025-07-15,11,0,C036,organic,474.62,39805,193
2025-07-15,11,0,C037,organic,496.82,94678,1263
2025-07-15,11,0,C038,organic,628.82,71352,1016
2025-07-15,11,0,C039,organic,389.64,66188,345
2025-07-15,11,0,C040,organic,517.57,78027,675
2025-07-16,12,0,C001,search,23438.73,94352,2889
2025-07-16,12,0,C002,search,14149.28,70202,2828
2025-07-16,12,0,C003,search,18886.99,94158,3938
2025-07-16,12,0,C004,search,9807.93,44519,504
2025-07-16,12,0,C005,search,12887.14,49786,1519
2025-07-16,12,0,C006,search,13340.96,63228,1686
2025-07-16,12,0,C007,search,8117.24,37417,1246
2025-07-16,12,0,C008,search,9999.2,37262,1103
2025-07-16,12,0,C009,paid_social,16694.66,82599,1350
2025-07-16,12,0,C010,paid_social,23528.52,110643,1689
2025-07-16,12,0,C011,paid_social,11938.69,56418,434
2025-07-16,12,0,C012,paid_social,11180.79,62531,1496
2025-07-16,12,0,C013,paid_social,16302.75,84900,893
2025-07-16,12,0,C014,paid_social,11213.34,66525,1446
2025-07-16,12,0,C015,paid_social,10265.64,52386,684
2025-07-16,12,0,C016,paid_social,16402.11,94524,1716
2025-07-16,12,0,C017,email,2020.15,55987,546
2025-07-16,12,0,C018,email,1769.77,22112,375
2025-07-16,12,0,C019,email,2076.43,46673,618
2025-07-16,12,0,C020,email,1804.27,41305,637
2025-07-16,12,0,C021,email,2246.6,42672,724
2025-07-16,12,0,C022,email,1779.18,21208,305
2025-07-16,12,0,C023,email,2300.08,34620,360
2025-07-16,12,0,C024,email,1750.94,48055,748
2025-07-16,12,0,C025,referral,3598.06,11608,229
2025-07-16,12,0,C026,referral,4243.31,7954,203
2025-07-16,12,0,C027,referral,3852.95,9755,147
2025-07-16,12,0,C028,referral,3415.54,8100,151
2025-07-16,12,0,C029,referral,4292.27,5300,163
2025-07-16,12,0,C030,referral,3667.3,15190,220
2025-07-16,12,0,C031,referral,2786.23,5614,35
